,Unnamed: 0,url,price,course_by,title,skills,ratings,reviews,"level, type and duration",clean_title
140,140,https://www.coursera.org/learn/international-criminal-law,Free,Case Western Reserve University,Introduction to International Criminal Law,,4.8,(3.5k reviews),Mixed · Course · 1-3 Months,Introduction International Criminal Law
141,141,https://www.coursera.org/learn/leadership-21st-century,Free,Copenhagen Business School,Leadership in 21st Century Organizations,"Entrepreneurship, Leadership and Management, Marketing, Strategy and Operations, Sales, Strategy, Human Resources, Communication, Collaboration, Leadership Development, Business Psychology, Change Management, Culture, Innovation, Research and Design",4.8,(991 reviews),Mixed · Course · 3-6 Months,Leadership 21st Century Organizations
142,142,https://www.coursera.org/learn/arts-heritage,Free,Università Bocconi,Arts and Heritage Management,"Research and Design, Entrepreneurship, Business Analysis, Customer Analysis, Market Research, Business Design, Business Psychology, Culture, Leadership and Management, Marketing, Business Transformation, Human Learning, Market Analysis, Brand Management, Digital Marketing, Customer Relationship Management, Finance, Human Computer Interaction, Organizational Development, Sales, Strategy, Strategy and Operations, User Experience",4.8,(1.2k reviews),Mixed · Course · 1-3 Months,Arts Heritage Management
143,143,https://www.coursera.org/learn/love-social-justice,Free,Stanford University,Love as a Force for Social Justice,,4.7,(384 reviews),Beginner · Course · 1-3 Months,Love Force Social Justice
144,144,https://www.coursera.org/learn/philosophy-cognitive-sciences,Free,The University of Edinburgh,Philosophy and the Sciences: Introduction to the Philosophy of Cognitive Sciences,"Algorithms, Business Psychology, Computational Thinking, Computer Programming, Culture, General Statistics, Leadership and Management, Machine Learning, Probability & Statistics, Theoretical Computer Science",4.6,(1.3k reviews),Mixed · Course · 1-3 Months,Philosophy Sciences Introduction Philosophy Cognitive Sciences
145,145,https://www.coursera.org/learn/camino-excelencia-gestion-proyectos,Free,Pontificia Universidad Católica de Chile,Camino a la Excelencia en Gestión de Proyectos,"Leadership and Management, Project Management, Strategy and Operations, Planning, Entrepreneurship, Supply Chain and Logistics",4.7,(6.3k reviews),Beginner · Course · 1-3 Months,Camino la Excelencia en Gestin de Proyectos
146,146,https://www.coursera.org/learn/childrens-rights,Free,University of Geneva,Children's Human Rights - An Interdisciplinary Introduction,"Communication, Cyberattacks, Security Engineering",4.7,(2k reviews),Beginner · Course · 1-3 Months,Childrens Human Rights  Interdisciplinary Introduction
147,147,https://www.coursera.org/learn/global-warming,Free,The University of Chicago,Global Warming I: The Science and Modeling of Climate Change,"Data Visualization, Forecasting, Mathematics, Probability & Statistics, Research and Design, Strategy and Operations, Data Analysis, Operations Research, Algebra, Business Analysis, Data Management, Data Model, Accounting, Advertising, Communication, Critical Thinking, Marketing, Process Analysis",4.6,(395 reviews),Mixed · Course · 1-3 Months,Global Warming I Science Modeling Climate Change
148,148,https://www.coursera.org/learn/security-safety-globalized-world,Free,Universiteit Leiden,Security & Safety Challenges in a Globalized World,"Risk Management, Entrepreneurship, Leadership and Management, Marketing, Problem Solving, Research and Design, Sales, Strategy, Strategy and Operations, Finance, Security Engineering, Security Strategy",4.8,(369 reviews),Beginner · Course · 1-3 Months,Security  Safety Challenges Globalized World
149,149,https://www.coursera.org/learn/machine-learning-on-aws,Free,Amazon Web Services,Introduction to Machine Learning on AWS,"Amazon Web Services, Cloud Computing, Machine Learning, Applied Machine Learning, Deep Learning",4.3,(14 reviews),Beginner · Course · 1-4 Weeks,Introduction Machine Learning AWS
150,150,https://www.coursera.org/learn/audio-engineering,Free,University of Rochester,Fundamentals of Audio and Music Engineering: Part 1 Musical Sound & Electronics,"Mathematics, Applied Mathematics, Computer Graphic Techniques, Computer Graphics",4.6,(534 reviews),Mixed · Course · 1-3 Months,Fundamentals Audio Music Engineering 1 Musical Sound  Electronics
151,151,https://www.coursera.org/learn/bioinformatics,Free,University of California San Diego,Biology Meets Programming: Bioinformatics for Beginners,"Bioinformatics, Computer Programming, Probability & Statistics, Python Programming, Statistical Programming, Algorithms, Theoretical Computer Science",4.2,(1.4k reviews),Beginner · Course · 1-4 Weeks,Biology Meets Programming Bioinformatics Beginners
152,152,https://www.coursera.org/learn/law-student,Free,Yale University,A Law Student's Toolkit,"Business Analysis, Critical Thinking, Research and Design, Strategy and Operations",4.7,(1.3k reviews),Mixed · Course · 1-3 Months,Law Students Toolkit
153,153,https://www.coursera.org/learn/essentials-global-health,Free,Yale University,Essentials of Global Health,"Epidemiology, Probability & Statistics, General Statistics, Leadership and Management",4.8,(1.8k reviews),Mixed · Course · 1-3 Months,Essentials Global Health
154,154,https://www.coursera.org/learn/oralcavity,Free,University of Pennsylvania,The Oral Cavity: Portal to Health and Disease,"Epidemiology, Probability & Statistics, Leadership and Management",4.9,(681 reviews),Intermediate · Course · 1-3 Months,Oral Cavity Portal Health Disease
155,155,https://www.coursera.org/learn/launch-online-business,Free,The State University of New York,Launch Your Online Business,"Marketing, Communication, Sales, Leadership and Management, Social Media, Web Development, Brand Management, Business Development, Inventory Management, Supply Chain and Logistics, Web Design, Advertising Sales, E-Commerce, Entrepreneurship, Persona Research, Public Relations, Research and Design, Search Engine Optimization, Strategy, Strategy and Operations, Writing",4.8,(348 reviews),Beginner · Course · 1-4 Weeks,Launch Online Business
156,156,https://www.coursera.org/learn/microeconomics-part1,Free,University of Pennsylvania,Microeconomics: The Power of Markets,"Entrepreneurship, Market Research, Research and Design, Taxes, Critical Thinking",4.7,(1.3k reviews),Mixed · Course · 1-3 Months,Microeconomics Power Markets
157,157,https://www.coursera.org/learn/learn-speak-korean1,Free,Yonsei University,Learn to Speak Korean 1,Communication,4.9,(9.9k reviews),Beginner · Course · 1-3 Months,Learn Speak Korean 1
158,158,https://www.coursera.org/learn/melodic-forms-simple-harmony,Free,California Institute of the Arts,Approaching Music Theory: Melodic Forms and Simple Harmony,"Business Analysis, Critical Thinking, Research and Design, Strategy and Operations",4.7,(142 reviews),Intermediate · Course · 1-3 Months,Approaching Music Theory Melodic Forms Simple Harmony
159,159,https://www.coursera.org/learn/research-humanitarian,Free,University of Geneva,Operational Research for Humanitarians,,4.8,(32 reviews),Beginner · Course · 1-3 Months,Operational Research Humanitarians
160,160,https://www.coursera.org/learn/human-needs,Free,University of Toronto,The Arts and Science of Relationships: Understanding Human Needs,"Communication, Adaptability, Business Psychology, Change Management, Collaboration, Conflict Management, Decision Making, Emotional Intelligence, Entrepreneurship, Human Resources, Influencing, Leadership Development, Leadership and Management, People Development, Resilience, Culture, Planning, Problem Solving, Supply Chain and Logistics",4.5,(1.5k reviews),Beginner · Course · 1-3 Months,Arts Science Relationships Understanding Human Needs
161,161,https://www.coursera.org/learn/genetics-evolution,Free,Duke University,Introduction to Genetics and Evolution,"Research and Design, Entrepreneurship, Leadership and Management, Problem Solving, Probability & Statistics, General Statistics, Mathematics",4.8,(1.4k reviews),Mixed · Course · 1-3 Months,Introduction Genetics Evolution
162,162,https://www.coursera.org/learn/contracts-1,Free,Yale University,American Contract Law I,"Contract Management, Strategy and Operations",4.9,(815 reviews),Beginner · Course · 1-3 Months,American Contract Law
163,163,https://www.coursera.org/learn/stem-cells,Free,American Museum of Natural History,The Science of Stem Cells,,4.7,(2.5k reviews),Intermediate · Course · 1-3 Months,Science Stem Cells
164,164,https://www.coursera.org/learn/bugs-101,Free,University of Alberta,Bugs 101: Insect-Human Interactions,"Epidemiology, Probability & Statistics",4.9,(1.2k reviews),Beginner · Course · 3-6 Months,Bugs 101 InsectHuman Interactions
165,165,https://www.coursera.org/learn/ar,Free,Google AR & VR,Introduction to Augmented Reality and ARCore,"Computer Vision, Human Computer Interaction, Machine Learning, User Experience, Business Psychology, Research and Design, User Experience Design",4.5,(3.6k reviews),Beginner · Course · 1-4 Weeks,Introduction Augmented Reality ARCore
166,166,https://www.coursera.org/learn/classical-sociological-theory,Free,University of Amsterdam,Classical Sociological Theory,,4.9,(2.6k reviews),Mixed · Course · 1-3 Months,Classical Sociological Theory
167,167,https://www.coursera.org/learn/everyday-chinese-medicine,Free,The Chinese University of Hong Kong,Everyday Chinese Medicine,,4.7,(879 reviews),Intermediate · Course · 1-3 Months,Everyday Chinese Medicine
168,168,https://www.coursera.org/learn/teacher-curriculum,Free,Commonwealth Education Trust,Foundations of Teaching for Learning: Curriculum,"Leadership and Management, Business Psychology, Entrepreneurship, Human Learning, Human Resources, People Development, Professional Development",4.6,(336 reviews),Mixed · Course · 1-3 Months,Foundations Teaching Learning Curriculum
169,169,https://www.coursera.org/learn/environmental-law,Free,The University of North Carolina at Chapel Hill,Introduction to Environmental Law and Policy,,4.8,(2.7k reviews),Mixed · Course · 1-3 Months,Introduction Environmental Law Policy
170,170,https://www.coursera.org/learn/rf-mmwave-circuit-design,Free,Eindhoven University of Technology,RF and millimeter-Wave Circuit Design,"Computer Architecture, Computer Networking, Network Architecture, Communication, Accounting, Computer Graphic Techniques, Computer Graphics, Hardware Design, Cyberattacks, Linear Algebra, Mathematics, Security Engineering, Journalism",4.7,(155 reviews),Intermediate · Course · 1-3 Months,RF millimeterWave Circuit Design
171,171,https://www.coursera.org/learn/how-software-ate-finance,Free,Stanford University,How Software Ate Finance,"Finance, FinTech, Accounting, Banking, BlockChain, Investment Management, Leadership and Management, Amazon Web Services, Big Data, Cloud Computing, Computer Networking, Computer Programming, Computer Programming Tools, Data Management, Entrepreneurship, Market Research, Network Security, Payments, Project Management, Regulations and Compliance, Research and Design, Securities Trading, Security Engineering, Strategy and Operations",4.7,(105 reviews),Mixed · Course · 1-3 Months,Software Ate Finance
172,172,https://www.coursera.org/learn/negociacion,Free,University of Michigan,Negociación exitosa: Estrategias y habilidades esenciales (en español),"Business Analysis, Business Psychology, Communication, Entrepreneurship, Leadership and Management, Marketing, Negotiation, Sales, Strategy, Strategy and Operations",4.8,(2.4k reviews),Mixed · Course · 1-3 Months,Negociacin exitosa Estrategias habilidades esenciales en espaol
173,173,https://www.coursera.org/learn/trunk-anatomy,Free,Yale University,"Anatomy of the Chest, Neck, Abdomen, and Pelvis","Project Management, Strategy and Operations",4.8,(1.5k reviews),Intermediate · Course · 1-3 Months,Anatomy Chest Neck Abdomen Pelvis
174,174,https://www.coursera.org/learn/international-law-in-action-2,Free,Universiteit Leiden,International Law In Action: Investigating and Prosecuting International Crimes,"Business Analysis, Critical Thinking, Research and Design, Strategy and Operations",4.8,(579 reviews),Mixed · Course · 1-3 Months,International Law Action Investigating Prosecuting International Crimes
175,175,https://www.coursera.org/learn/covid-19-training-healthcare,Free,Stanford University,COVID-19 Training for Healthcare Workers,,4.9,(6.3k reviews),Mixed · Course · 1-3 Months,COVID19 Training Healthcare Workers
176,176,https://www.coursera.org/learn/health-resilience-healthcare-workers,Free,University of Toronto,Mental Health and Resilience for Healthcare Workers,"Entrepreneurship, Business Psychology, Resilience, Leadership and Management, Human Resources, Organizational Development, Accounting, Audit, Business Process Management, Computer Programming, Programming Principles, Strategy and Operations",4.8,(265 reviews),Beginner · Course · 1-3 Months,Mental Health Resilience Healthcare Workers
177,177,https://www.coursera.org/learn/containerized-applications-on-aws,Free,Amazon Web Services,Containerized Applications on AWS,"Amazon Web Services, Cloud Computing, Docker (Software), Kubernetes, Software Engineering, Cloud Applications, Computer Architecture, Distributed Computing Architecture, Front-End Web Development, Web Development, Communication, Journalism",4.7,(82 reviews),Beginner · Course · 1-4 Weeks,Containerized Applications AWS
178,178,https://www.coursera.org/learn/excel-aplicado-negocios-avanzado,Free,Universidad Austral,Excel aplicado a los negocios (Nivel Avanzado),"Business Analysis, Data Analysis, Data Analysis Software, Microsoft Excel, Spreadsheet Software, Computational Logic, Computer Programming, Mathematical Theory & Analysis, Mathematics, Theoretical Computer Science",4.8,(2.6k reviews),Intermediate · Course · 1-3 Months,Excel aplicado los negocios Nivel Avanzado
179,179,https://www.coursera.org/learn/computers-waves-simulations,Free,Ludwig-Maximilians-Universität München (LMU),"Computers, Waves, Simulations: A Practical Introduction to Numerical Methods using Python","Mathematics, Differential Equations, Mathematical Theory & Analysis, Applied Mathematics, Calculus, Computational Thinking, Computer Graphic Techniques, Computer Graphics, Computer Programming, Linear Algebra, Operations Research, Research and Design, Strategy and Operations, Theoretical Computer Science",4.7,(314 reviews),Intermediate · Course · 1-3 Months,Computers Waves Simulations Practical Introduction Numerical Methods Python
180,180,https://www.coursera.org/learn/english-composition,Free,Duke University,English Composition I,"Writing, Communication, Business Analysis, Critical Thinking, Research and Design, Strategy and Operations",4.6,(1k reviews),Beginner · Course · 1-3 Months,English Composition
181,181,https://www.coursera.org/learn/excellence-operationnelle,Free,ESSEC Business School,L'excellence opérationnelle en pratique,"Leadership and Management, Human Resources, Entrepreneurship, Leadership Development, Operations Management, Strategy and Operations, Performance Management, Business Psychology, Marketing, Organizational Development, Sales, Strategy, Problem Solving, Research and Design",4.7,(560 reviews),Beginner · Course · 1-4 Weeks,Lexcellence oprationnelle en pratique
182,182,https://www.coursera.org/learn/intro-data-science-programacion-estadistica-r,Free,Universidad Nacional Autónoma de México,Introducción a Data Science: Programación Estadística con R,"R Programming, Statistical Programming, Computer Programming, Mathematics, Data Analysis, Data Visualization, Linear Algebra, ArcGIS, Mathematical Theory & Analysis, Other Programming Languages, Plot (Graphics)",4.7,(7.8k reviews),Beginner · Course · 1-3 Months,Introduccin Data Science Programacin Estadstica con R
183,183,https://www.coursera.org/learn/sustainable-agriculture,Free,University of Florida,Sustainable Agricultural Land Management,"Leadership and Management, Business Psychology, Culture, Accounting, Entrepreneurship, Epidemiology, Finance, General Statistics, Planning, Probability & Statistics, Regulations and Compliance, Supply Chain and Logistics",4.8,(414 reviews),Beginner · Course · 1-3 Months,Sustainable Agricultural Land Management
184,184,https://www.coursera.org/learn/troubles-spectre-autisme-interventions,Free,University of Geneva,Troubles du spectre de l'autisme : interventions,,4.8,(114 reviews),Intermediate · Course · 1-3 Months,Troubles du spectre de lautisme  interventions
185,185,https://www.coursera.org/learn/how-things-work,Free,University of Virginia,How Things Work: An Introduction to Physics,Mathematics,4.8,(2.7k reviews),Intermediate · Course · 1-3 Months,Things Work Introduction Physics
186,186,https://www.coursera.org/learn/process-mining,Free,Eindhoven University of Technology,Process Mining: Data science in Action,"Business Analysis, Process Analysis, Data Analysis, Data Mining, Machine Learning, Machine Learning Algorithms, Algorithms, Business Process Management, Business Psychology, Communication, Data Management, Data Structures, Entrepreneurship, Leadership and Management, Organizational Development, Strategy and Operations, Theoretical Computer Science",4.7,(1.1k reviews),Intermediate · Course · 1-3 Months,Process Mining Data science Action
187,187,https://www.coursera.org/learn/chemicals-health,Free,Johns Hopkins University,Chemicals and Health,"Epidemiology, Finance, Leadership and Management, Probability & Statistics, Risk Management",4.7,(1.2k reviews),Beginner · Course · 1-3 Months,Chemicals Health
188,188,https://www.coursera.org/learn/resilience-in-children,Free,University of Minnesota,"Resilience in Children Exposed to Trauma, Disaster and War: Global Perspectives",Resilience,4.7,(621 reviews),Mixed · Course · 1-3 Months,Resilience Children Exposed Trauma Disaster War Global Perspectives
189,189,https://www.coursera.org/learn/dairy-production,Free,The Pennsylvania State University,Dairy Production and Management,"Design and Product, Entrepreneurship, Product Management, Strategy and Operations",4.9,(1.3k reviews),Mixed · Course · 1-3 Months,Dairy Production Management
190,190,https://www.coursera.org/learn/enfant-developpement,Free,University of Geneva,Développement psychologique de l'enfant,"Communication, Emotional Intelligence, Leadership and Management, Business Psychology, Entrepreneurship, Creativity, Human Learning, Human Resources, People Development, Research and Design",4.9,(595 reviews),Beginner · Course · 1-3 Months,Dveloppement psychologique de lenfant
191,191,https://www.coursera.org/learn/contrats,Free,University of Geneva,Rédaction de contrats,"Contract Management, Strategy and Operations, Communication, Writing, Business Communication",4.8,(727 reviews),Mixed · Course · 1-3 Months,Rdaction de contrats
192,192,https://www.coursera.org/learn/political-economy,Free,Universiteit Leiden,Political Economy of Institutions and Development,"Business Psychology, Entrepreneurship, Finance, General Statistics, Leadership and Management, Probability & Statistics, Behavioral Economics, Big Data, Data Management, Data Visualization, Interactive Data Visualization, Marketing, Organizational Development, Sales, Strategy, Strategy and Operations",4.8,(314 reviews),Beginner · Course · 1-3 Months,Political Economy Institutions Development
193,193,https://www.coursera.org/learn/poetry-workshop,Free,California Institute of the Arts,Sharpened Visions: A Poetry Workshop,"Communication, Writing",4.8,(1.6k reviews),Beginner · Course · 1-3 Months,Sharpened Visions Poetry Workshop
194,194,https://www.coursera.org/learn/painting,Free,The Museum of Modern Art,In the Studio: Postwar Abstract Painting,"Creativity, Entrepreneurship, Research and Design, Business Psychology, Culture, Leadership and Management",4.9,(1.4k reviews),Beginner · Course · 1-3 Months,Studio Postwar Abstract Painting
195,195,https://www.coursera.org/learn/stem,Free,University of Pennsylvania,"English for Science, Technology, Engineering, and Mathematics","Communication, Writing",4.8,(2.6k reviews),Beginner · Course · 1-3 Months,English Science Technology Engineering Mathematics
196,196,https://www.coursera.org/learn/sustainability-global-challenges-and-local-actions,Free,Universiteit Leiden,"The Great Sustainability Transition: Global challenges, Local actions",,,,Beginner · Course · 1-4 Weeks,Great Sustainability Transition Global challenges Local actions
197,197,https://www.coursera.org/learn/mythology,Free,University of Pennsylvania,Greek and Roman Mythology,"Communication, Storytelling",4.8,(2.2k reviews),Mixed · Course · 1-3 Months,Greek Roman Mythology
198,198,https://www.coursera.org/learn/financial-markets-global-es,Free,Yale University,Mercados financieros,"Finance, Risk Management, Business Analysis, Business Psychology, Accounting, Data Analysis, Financial Analysis, Banking, FinTech, Leadership and Management",4.9,(252 reviews),Beginner · Course · 1-3 Months,Mercados financieros
199,199,https://www.coursera.org/learn/bim-fundamentals,Free,National Taiwan University,BIM Fundamentals for Engineers,"Computer Graphics, Graphics Software",4.7,(1.4k reviews),Beginner · Course · 1-3 Months,BIM Fundamentals Engineers
200,200,https://www.coursera.org/learn/thermodynamics-intro,Free,University of Michigan,Introduction to Thermodynamics: Transferring Energy from Here to There,"Entrepreneurship, Leadership and Management, Problem Solving, Research and Design, Mathematics, Business Analysis, Calculus, Critical Thinking, Strategy and Operations",4.8,(3.2k reviews),Beginner · Course · 1-3 Months,Introduction Thermodynamics Transferring Energy
201,201,https://www.coursera.org/learn/international-law-in-action,Free,Universiteit Leiden,International Law in Action: A Guide to the International Courts and Tribunals in The Hague,,4.8,(1.1k reviews),Mixed · Course · 1-3 Months,International Law Action Guide International Courts Tribunals Hague
202,202,https://www.coursera.org/learn/finanzas-empresariales,Free,Universidad de los Andes,Fundamentos de Finanzas Empresariales,"Accounting, Business Analysis, Finance, Data Analysis, Financial Analysis, Financial Management, Leadership and Management, Microsoft Excel",4.9,(4.3k reviews),Beginner · Course · 1-3 Months,Fundamentos de Finanzas Empresariales
203,203,https://www.coursera.org/learn/urban-air-mobility,Free,Technische Universität München (TUM),Urban Air Mobility,,4.4,(21 reviews),Intermediate · Course · 1-3 Months,Urban Air Mobility
204,204,https://www.coursera.org/learn/youth-sports,Free,University of Florida,The Science of Training Young Athletes,"Business Psychology, Human Resources, Training",4.8,(774 reviews),Beginner · Course · 1-3 Months,Science Training Young Athletes
205,205,https://www.coursera.org/learn/implant-dentistry,Free,The University of Hong Kong,Implant Dentistry,,4.8,(1.4k reviews),Mixed · Course · 1-3 Months,Implant Dentistry
206,206,https://www.coursera.org/learn/tcpip,Free,Yonsei University,Introduction to TCP/IP,"Computer Networking, Network Security, Computer Architecture, Network Architecture, Security Engineering, Cyberattacks, Networking Hardware",4.6,(2.4k reviews),Beginner · Course · 1-3 Months,Introduction TCPIP
207,207,https://www.coursera.org/learn/breastfeeding,Free,Stanford University,Stanford's Short Course on Breastfeeding,"Benefits, Human Resources",4.8,(1.5k reviews),Beginner · Course · 1-4 Weeks,Stanfords Short Course Breastfeeding
208,208,https://www.coursera.org/learn/university-teaching,Free,The University of Hong Kong,University Teaching,"Business Psychology, Entrepreneurship, Human Learning, Leadership and Management, People Development, Human Resources",4.8,(1.1k reviews),Beginner · Course · 1-3 Months,University Teaching
209,209,https://www.coursera.org/learn/globalenergyandclimatepolicy,Free,University of London,Global Energy and Climate Policy,,4.7,(577 reviews),Beginner · Course · 1-3 Months,Global Energy Climate Policy
210,210,https://www.coursera.org/learn/constitution,Free,University of Pennsylvania,Introduction to Key Constitutional Concepts and Supreme Court Cases,,4.8,(1.2k reviews),Beginner · Course · 1-4 Weeks,Introduction Key Constitutional Concepts Supreme Court Cases
211,211,https://www.coursera.org/learn/machine-design1,Free,Georgia Institute of Technology,Machine Design Part I,"Entrepreneurship, Design and Product, Product Development",4.8,(2k reviews),Intermediate · Course · 1-3 Months,Machine Design
212,212,https://www.coursera.org/learn/being-a-teacher,Free,Commonwealth Education Trust,Foundations of Teaching for Learning: Being a Teacher,"Business Psychology, Entrepreneurship, Human Resources, Leadership and Management, People Development, Human Learning, Communication, Deep Learning, Emotional Intelligence, Machine Learning, Professional Development",4.6,(797 reviews),Mixed · Course · 1-3 Months,Foundations Teaching Learning Teacher
213,213,https://www.coursera.org/learn/personal-branding,Free,University of Virginia,Introduction to Personal Branding,"Brand Management, Communication, Marketing, Leadership and Management",4.4,(8.5k reviews),Beginner · Course · 1-3 Months,Introduction Personal Branding
214,214,https://www.coursera.org/learn/chronic-pain,Free,University of Minnesota,Preventing Chronic Pain: A Human Systems Approach,"Leadership and Management, Business Psychology, Entrepreneurship, Resilience, Adaptability, Communication, Creativity, Critical Thinking, Epidemiology, Human Learning, Probability & Statistics, Business Analysis, Research and Design, Strategy and Operations",4.7,(365 reviews),Beginner · Course · 1-3 Months,Preventing Chronic Pain Human Systems Approach
215,215,https://www.coursera.org/learn/modern-world,Free,University of Virginia,"The Modern World, Part One: Global History from 1760 to 1910",,4.8,(2.7k reviews),Beginner · Course · 1-3 Months,Modern World One Global History 1760 1910
216,216,https://www.coursera.org/learn/systems-thinking,Free,Johns Hopkins University,Systems Thinking In Public Health,"Entrepreneurship, Problem Solving, Research and Design, Strategy and Operations, Business Analysis, Critical Thinking, Decision Making, Operations Research, Project Management",4.6,(846 reviews),Mixed · Course · 1-4 Weeks,Systems Thinking Public Health
217,217,https://www.coursera.org/learn/ecology-conservation,Free,American Museum of Natural History,Ecology: Ecosystem Dynamics and Conservation,"Entrepreneurship, Business Psychology, General Statistics, Leadership and Management, Probability & Statistics, Problem Solving, Research and Design, Resilience",4.8,(3k reviews),Intermediate · Course · 1-3 Months,Ecology Ecosystem Dynamics Conservation
218,218,https://www.coursera.org/learn/global-environmental-management,Free,Technical University of Denmark (DTU),Global Environmental Management,"Leadership and Management, Entrepreneurship, Market Research, Planning, Research and Design, Supply Chain and Logistics",4.7,(1.9k reviews),Intermediate · Course · 1-3 Months,Global Environmental Management
219,219,https://www.coursera.org/learn/cybersecurity-in-healthcare,Free,Erasmus University Rotterdam,Cybersecurity in Healthcare (Hospitals & Care Centres),"Security Engineering, Cyberattacks, System Security, Human Computer Interaction, Human Factors (Security), Leadership and Management, Security Strategy, Business Psychology, Communication, Culture, Finance, Marketing, Regulations and Compliance, Social Media, Software Security",4.6,(197 reviews),Beginner · Course · 1-3 Months,Cybersecurity Healthcare Hospitals  Care Centres
220,220,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,Free,Universidad Nacional Autónoma de México,Nutrición y obesidad: control de sobrepeso,,4.8,(5.2k reviews),Beginner · Course · 1-4 Weeks,Nutricin obesidad control de sobrepeso
221,221,https://www.coursera.org/learn/interactive-teaching,Free,The University of Tokyo,Interactive Teaching（インタラクティブ・ティーチング）,"Leadership and Management, Business Psychology, Entrepreneurship, Human Learning, Human Resources, People Development, Applied Machine Learning, Change Management, Machine Learning, Strategy and Operations",4.7,(23 reviews),Mixed · Course · 1-3 Months,Interactive Teaching
222,222,https://www.coursera.org/learn/new-technologies-business-leaders,Free,Rutgers the State University of New Jersey,New Technologies for Business Leaders,"Change Management, Leadership and Management, Strategy and Operations, Business Analysis, Business Transformation, Entrepreneurship, Innovation, Research and Design, Digital Marketing, Marketing, Professional Development, Applied Machine Learning, Artificial Neural Networks, Big Data, BlockChain, Data Management, FinTech, Finance, Internet Of Things, Machine Learning, Computer Architecture, Computer Graphics, Computer Networking, Computer Vision, Human Computer Interaction, Interactive Design, Network Architecture, Sales, Software Engineering, Strategy, User Experience, Virtual Reality",4.4,(356 reviews),Intermediate · Course · 1-3 Months,New Technologies Business Leaders
223,223,https://www.coursera.org/learn/cyber-conflicts,Free,The State University of New York,International Cyber Conflicts,"Computer Networking, Computer Security Incident Management, Computer Security Models, Cyberattacks, Information Technology, Network Model, Entrepreneurship, Leadership and Management, Marketing, Sales, Security Engineering, Strategy, Strategy and Operations",4.5,(1.4k reviews),Mixed · Course · 1-3 Months,International Cyber Conflicts
224,224,https://www.coursera.org/learn/problem-solving-programming-video-games,Free,University of Alberta,"Problem Solving, Python Programming, and Video Games","Computer Programming, Python Programming, Statistical Programming, Leadership and Management, Entrepreneurship, Problem Solving, Research and Design, Computer Programming Tools, Software Engineering, Theoretical Computer Science, Application Development, Computational Logic, Computational Thinking, Design and Product, Product Design, Programming Principles, Machine Learning, Mathematical Theory & Analysis, Mathematics, Planning, Software Testing, Supply Chain and Logistics, Algorithms, Natural Language Processing, Computer Science",4.3,(197 reviews),Beginner · Course · 1-3 Months,Problem Solving Python Programming Video Games
225,225,https://www.coursera.org/learn/legaltech,Free,Universidad Austral,El Abogado del Futuro: Legaltech y la Transformación Digital del Derecho,"BlockChain, Entrepreneurship, Finance, Algorithms, FinTech, Innovation, Machine Learning, Machine Learning Algorithms, Research and Design, Theoretical Computer Science",4.9,(882 reviews),Beginner · Course · 1-3 Months,El Abogado del Futuro Legaltech la Transformacin Digital del Derecho
226,226,https://www.coursera.org/learn/aprendiendo-a-aprender,Free,Deep Teaching Solutions,Aprendiendo a aprender: Poderosas herramientas mentales con las que podrás dominar temas difíciles (Learning How to Learn),"Business Psychology, Entrepreneurship, Human Learning, Leadership and Management, Problem Solving, Research and Design, Professional Development",4.9,(10.1k reviews),Beginner · Course · 1-3 Months,Aprendiendo aprender Poderosas herramientas mentales con las que podrs dominar temas difciles Learning Learn
227,227,https://www.coursera.org/learn/introduction-to-medical-software,Free,Yale University,Introduction to Medical Software,"Software Engineering, Software Testing, Computational Thinking, Computer Programming, General Statistics, Java Programming, Probability & Statistics, Security Engineering, Security Strategy, Software Engineering Tools, Algorithms, Application Development, Bioinformatics, Biostatistics, Business Analysis, Business Psychology, Computational Logic, Computer Graphic Techniques, Computer Graphics, Computer Networking, Data Analysis, Deep Learning, Design and Product, DevOps, Entrepreneurship, Feature Engineering, Finance, Human Computer Interaction, Human Factors (Security), Leadership and Management, Machine Learning, Machine Learning Algorithms, Mathematical Theory & Analysis, Mathematics, Network Security, Probability Distribution, Product Design, Product Lifecycle, Regulations and Compliance, Research and Design, Risk Management, Software Architecture, Software Security, Statistical Analysis, Theoretical Computer Science, User Experience, User Experience Design, User Research",4.8,(62 reviews),Intermediate · Course · 3-6 Months,Introduction Medical Software
228,228,https://www.coursera.org/learn/automation-business-analyst,Free,UiPath,Automation Business Analyst,"Business Analysis, Process Analysis",,,Beginner · Course · 1-3 Months,Automation Business Analyst
229,229,https://www.coursera.org/learn/introclassicalmusic,Free,Yale University,Introduction to Classical Music,,4.9,(3.7k reviews),Mixed · Course · 1-3 Months,Introduction Classical Music
230,230,https://www.coursera.org/learn/eu-making-europe-work,Free,Universiteit Leiden,EU policy and implementation: making Europe work!,"Decision Making, Entrepreneurship, Leadership and Management, Business Psychology, Organizational Development, Computer Architecture, Computer Networking, Network Architecture, Game Theory, Mathematics",4.4,(161 reviews),Intermediate · Course · 1-3 Months,EU policy implementation making Europe work
231,231,https://www.coursera.org/learn/global-health-human-animal-ecosystem,Free,University of Geneva,Global Health at the Human-Animal-Ecosystem Interface,"Epidemiology, Probability & Statistics, Finance, Risk Management, Collaboration, Communication",4.7,(303 reviews),Intermediate · Course · 1-3 Months,Global Health HumanAnimalEcosystem Interface
