,Unnamed: 0,url,price,course_by,title,skills,ratings,reviews,"level, type and duration",clean_title
104,104,https://www.coursera.org/learn/gender-sexuality,Free,University of Pittsburgh,Gender and Sexuality: Diversity and Inclusion in the Workplace,"Communication, Employee Relations, Human Resources",4.7,(879 reviews),Beginner · Course · 1-4 Weeks,Gender Sexuality Diversity Inclusion Workplace
105,105,https://www.coursera.org/learn/ciencia-computacao-python-conceitos,Free,Universidade de São Paulo,Introdução à Ciência da Computação com Python Parte 1,"Computer Programming, Python Programming, Statistical Programming, Programming Principles, Theoretical Computer Science, Algorithms, Computational Logic, Computer Programming Tools, Mathematics, Mathematical Theory & Analysis",4.9,(6.7k reviews),Beginner · Course · 1-3 Months,Introduo  Cincia da Computao com Python Parte 1
106,106,https://www.coursera.org/learn/operations-strategy,Free,Northwestern University,Scaling Operations: Linking Strategy and Execution,"Strategy and Operations, Marketing, Operations Management, Accounting, Cost Accounting, Entrepreneurship, Finance, Leadership and Management, Market Analysis, Sales, Strategy, Budget Management, Facility Management, Investment Management, Marketing Design, Research and Design, Supply Chain and Logistics, Transportation Operations Management",4.6,(238 reviews),Mixed · Course · 1-3 Months,Scaling Operations Linking Strategy Execution
107,107,https://www.coursera.org/learn/spanish-in-healthcare-settings,Free,Rice University,Spanish for Successful Communication in Healthcare Settings,"Communication, Business Psychology, Computational Logic, Culture, Leadership and Management, Mathematical Theory & Analysis, Mathematics, Theoretical Computer Science",4.8,(253 reviews),Intermediate · Course · 1-3 Months,Spanish Successful Communication Healthcare Settings
108,108,https://www.coursera.org/learn/learn-chinese,Free,Peking University,Chinese for Beginners,,4.8,(18.1k reviews),Mixed · Course · 1-3 Months,Chinese Beginners
109,109,https://www.coursera.org/learn/adhd-treatment,Free,University at Buffalo,ADHD: Everyday Strategies for Elementary Students,,4.7,(2k reviews),Beginner · Course · 1-4 Weeks,ADHD Everyday Strategies Elementary Students
110,110,https://www.coursera.org/learn/systems-engineering,Free,UNSW Sydney (The University of New South Wales),Introduction to Systems Engineering,"Operating Systems, Systems Design, Theoretical Computer Science, Application Development, Design and Product, Product Design, Software Engineering",4.7,(694 reviews),Mixed · Course · 1-3 Months,Introduction Systems Engineering
111,111,https://www.coursera.org/learn/modern-world-2,Free,University of Virginia,"The Modern World, Part Two: Global History since 1910",,4.8,(1.5k reviews),Beginner · Course · 1-3 Months,Modern World Two Global History 1910
112,112,https://www.coursera.org/learn/company-future-management,Free,University of London,Managing the Company of the Future,"Leadership and Management, Organizational Development, Entrepreneurship, Business Psychology, Strategy and Operations, Change Management, Innovation, Leadership Development, People Management",4.8,(3.3k reviews),Mixed · Course · 1-3 Months,Managing Company Future
113,113,https://www.coursera.org/learn/renewable-energy-entrepreneurship,Free,Duke University,Renewable Energy and Green Building Entrepreneurship,"Business Analysis, Business Design, Business Transformation, Decision Making, Entrepreneurship, Innovation, Leadership and Management, Market Research, Problem Solving, Research and Design, Planning, Supply Chain and Logistics, Business Development, Sales",4.7,(2.5k reviews),Beginner · Course · 1-3 Months,Renewable Energy Green Building Entrepreneurship
114,114,https://www.coursera.org/learn/forensic-science,Free,"Nanyang Technological University, Singapore",Introduction to Forensic Science,,4.9,(2k reviews),Mixed · Course · 1-3 Months,Introduction Forensic Science
115,115,https://www.coursera.org/learn/write-a-feature-length-screenplay-for-film-or-television,Free,Michigan State University,Write A Feature Length Screenplay For Film Or Television,"Communication, Creativity, Entrepreneurship, Research and Design, Writing",4.6,(170 reviews),Beginner · Course · 3-6 Months,Write Feature Length Screenplay Film Television
116,116,https://www.coursera.org/learn/data-science-k-means-clustering-python,Free,University of London,Foundations of Data Science: K-Means Clustering in Python,"Algorithms, Theoretical Computer Science, Computer Programming, General Statistics, Probability & Statistics, Python Programming, Statistical Programming, Data Visualization, Data Analysis, Machine Learning, Plot (Graphics), Business Analysis, Machine Learning Algorithms, Statistical Analysis",4.6,(515 reviews),Beginner · Course · 1-3 Months,Foundations Data Science KMeans Clustering Python
117,117,https://www.coursera.org/learn/feminism-social-justice,Free,"University of California, Santa Cruz",Feminism and Social Justice,"Business Psychology, Culture, Leadership and Management, Communication",4.8,(5.7k reviews),Beginner · Course · 1-4 Weeks,Feminism Social Justice
118,118,https://www.coursera.org/learn/infrastructure-investing,Free,Università Bocconi,Financing and Investing in Infrastructure,"Finance, Investment Management, Accounting, Entrepreneurial Finance, Entrepreneurship, General Accounting, Risk Management, Banking, Financial Accounting, Payments, Regulations and Compliance, Strategy and Operations, Underwriting, Budget Management, Business Analysis, Data Analysis, Financial Analysis, Financial Management, Leadership and Management",4.8,(1.8k reviews),Mixed · Course · 1-3 Months,Financing Investing Infrastructure
119,119,https://www.coursera.org/learn/sleep,Free,University of Michigan,"Sleep: Neurobiology, Medicine, and Society","Feature Engineering, Machine Learning",4.8,(653 reviews),Beginner · Course · 1-3 Months,Sleep Neurobiology Medicine Society
120,120,https://www.coursera.org/learn/design-strategy,Free,The University of Sydney,Design-Led Strategy: Design thinking for business strategy and entrepreneurship,"Research and Design, Persona Research, Design and Product, Entrepreneurship, Leadership and Management, Problem Solving, Product Development, User Research, Business Design, Creativity, Decision Making, Market Analysis, Market Research, Marketing, Product Design, Survey Creation, Business Analysis, Customer Analysis, Human Computer Interaction, Sales, Strategy, Strategy and Operations, User Experience",4.6,(932 reviews),Intermediate · Course · 1-3 Months,DesignLed Strategy Design thinking business strategy entrepreneurship
121,121,https://www.coursera.org/learn/business-analytics-excel,Free,Johns Hopkins University,Business Analytics with Excel: Elementary to Advanced,"Business Analysis, Data Analysis, Microsoft Excel",,,Intermediate · Course · 1-3 Months,Business Analytics Excel Elementary Advanced
122,122,https://www.coursera.org/learn/competencias-digitales-ofimatica,Free,Universitat Autònoma de Barcelona,"Competencias digitales. Herramientas de ofimática (Microsoft Word, Excel, Power Point)","Business Analysis, Data Analysis, Data Analysis Software, Microsoft Excel, Spreadsheet Software",4.8,(5.2k reviews),Beginner · Course · 1-3 Months,Competencias digitales Herramientas de ofimtica Microsoft Word Excel Power Point
